Longitudes
78.0760802719742
78.66828756731655
79.25195996656109
78.6599358097036
77.4922247342448
76.90020057738731
77.48387297663187
79.26932629085915
80.42768162615225
79.23590110419829
76.9162594397501
75.72447891779615
76.88283425308924
79.85282946383676
79.82777756486958
78.07608027197419
76.3243829790788
76.29933108011164
78.07608027197419
