Latitudes
23.546951173200696
24.417290537028197
23.54310173057962
22.674686648493726
22.674686648493726
23.54310173057962
24.417290537028197
25.285597057682597
23.531555265535733
21.800600299637427
21.80060029963743
23.531555265535733
25.285597057682597
24.40953774006951
22.667035995328906
21.804133029279694
22.667035995328906
24.409537740069503
25.289769317121692
